date,borough,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,new_cases,total_cases,new_deaths,total_deaths
2021-11-08,Merton,-18,-4,16,-33,-37,10,96,28698,2,432
2021-11-08,Sutton,-5,0,43,-40,-42,10,129,29594,0,460
2021-11-08,Hackney,-24,2,40,-43,-41,11,116,37301,0,487
2021-11-08,Hillingdon,-11,-1,55,-37,-33,8,158,45852,1,683
2021-11-08,Barnet,-12,4,23,-31,-36,10,195,54472,0,810
2021-11-08,Newham,-14,4,182,-28,-31,7,101,53636,0,681
2021-11-08,Ealing,-6,3,41,-33,-35,8,166,53251,0,695
2021-11-08,Hounslow,-2,8,17,-23,-31,8,168,43372,0,609
2021-11-08,Kensington And Chelsea,-28,10,-1,-36,-40,12,81,17498,0,235
2021-11-08,Harrow,1,11,64,-22,-26,9,106,35935,1,558
2021-11-08,Enfield,-9,-3,19,-41,-34,8,116,45850,1,634
2021-11-08,Redbridge,-15,0,-7,-39,-42,9,161,49676,1,788
2021-11-08,City Of London,-59,-55,-53,-51,-36,,116,37301,0,487
2021-11-08,Barking And Dagenham,0,1,65,-25,-36,6,94,34500,1,497
2021-11-08,Lambeth,-26,-3,34,-43,-40,12,124,45280,0,543
2021-11-08,Croydon,-8,7,22,-33,-30,9,161,53453,2,877
2021-11-08,Tower Hamlets,-24,-2,-7,-45,-46,12,151,47947,0,427
2021-11-08,Haringey,-19,-8,10,-36,-42,9,97,35485,0,434
2021-11-08,Greenwich,-7,5,29,-24,-42,10,118,37850,0,463
2021-11-08,Bexley,-13,9,16,-37,-36,9,116,36614,0,595
2021-11-08,Hammersmith And Fulham,-28,-7,30,-33,-45,12,85,25619,0,260
2021-11-08,Southwark,-24,-6,7,-40,-36,11,83,40403,0,377
2021-11-08,Westminster,-40,-11,-24,-35,-42,11,104,26717,1,337
2021-11-08,Lewisham,3,6,32,-32,-42,11,107,38273,0,565
2021-11-08,Waltham Forest,1,0,1,-39,-40,9,116,40383,0,518
2021-11-08,Camden,-38,-19,8,-30,-43,12,98,27486,1,301
2021-11-08,Bromley,-9,8,13,-37,-42,12,174,43299,0,654
2021-11-08,Brent,-1,6,45,-28,-33,7,138,46617,2,766
2021-11-08,Richmond Upon Thames,-14,6,10,-38,-52,12,130,24181,0,307
2021-11-07,Merton,-16,-15,27,-21,-12,1,67,28602,0,430
2021-11-07,Bexley,-17,-1,24,-25,-10,1,118,36498,0,595
2021-11-07,Greenwich,-8,-2,4,-15,-15,1,76,37732,0,463
2021-11-07,Richmond Upon Thames,-16,3,12,-13,-24,1,94,24051,0,307
2021-11-07,Hounslow,-4,7,6,-9,-10,1,116,43204,0,609
2021-11-07,Lambeth,-21,-4,39,-15,-6,1,67,45156,0,543
2021-11-07,Waltham Forest,-3,-8,8,-28,-18,1,78,40267,0,518
2021-11-07,Harrow,-8,4,58,-9,2,1,83,35829,0,557
2021-11-07,Newham,2,-9,377,-11,-10,0,96,53535,1,681
2021-11-07,Southwark,-19,-5,17,-18,-4,0,63,40320,0,377
2021-11-07,Lewisham,-4,-1,22,-18,-14,1,79,38166,2,565
2021-11-07,Hackney,-15,-5,21,-16,-10,0,62,37185,1,487
2021-11-07,Camden,-27,-14,2,3,-13,0,63,27388,2,300
2021-11-07,Westminster,-22,-4,-25,-14,-15,1,57,26613,0,336
2021-11-07,Hammersmith And Fulham,-28,-14,35,-33,-19,0,62,25534,0,260
2021-11-07,Sutton,-12,-6,20,-27,-12,1,102,29465,0,460
2021-11-07,Ealing,-10,2,17,-22,-14,1,123,53085,0,695
2021-11-07,Brent,-8,0,23,-27,-16,1,88,46479,0,764
2021-11-07,Havering,-9,3,21,-5,-5,1,119,41498,0,877
2021-11-07,Redbridge,-18,-8,-7,-29,-23,1,108,49515,0,787
2021-11-07,Kensington And Chelsea,-24,5,-4,-27,-21,2,43,17417,0,235
2021-11-07,Wandsworth,-16,-11,33,-14,0,0,100,44316,0,470
2021-11-07,Hillingdon,-11,-11,59,-32,-9,1,104,45694,0,682
2021-11-07,Kingston Upon Thames,-12,-8,74,-20,-8,1,78,23492,0,326
2021-11-07,Bromley,-10,2,13,-20,3,1,124,43125,0,654
2021-11-07,City Of London,-32,-47,-38,-19,,,62,37185,1,487
2021-11-07,Islington,5,-7,34,-46,-14,0,54,28412,0,323
2021-11-07,Barnet,-15,-3,14,-22,-7,2,163,54277,1,810
2021-11-07,Croydon,-8,2,13,-26,-8,1,112,53292,1,875
2021-11-07,Barking And Dagenham,-7,-7,86,-19,-23,1,68,34406,0,496
2021-11-07,Tower Hamlets,-8,-12,-4,-31,-8,0,85,47796,0,427
2021-11-07,Haringey,-20,-12,-6,-18,-26,1,78,35388,1,434
2021-11-07,Enfield,-17,-8,1,-35,-14,2,83,45734,0,633
2021-11-06,Sutton,-18,-9,13,-25,-12,2,54,29363,1,460
2021-11-06,Bexley,-21,5,136,-24,-11,2,73,36380,1,595
2021-11-06,Hillingdon,-16,-11,27,-35,-15,2,94,45590,1,682
2021-11-06,Hackney,-26,-5,12,-22,-17,1,74,37123,2,486
2021-11-06,Islington,-32,-7,13,-50,-14,1,50,28358,1,323
2021-11-06,Richmond Upon Thames,42,9,-8,34,-16,2,81,23957,1,307
2021-11-06,Waltham Forest,-6,-5,-34,-28,-19,2,93,40189,0,518
2021-11-06,Newham,-29,-8,92,-26,-10,1,94,53439,1,680
2021-11-06,Bromley,-13,6,32,-18,-1,2,107,43001,0,654
2021-11-06,Hounslow,-3,7,-9,-3,-10,1,116,43088,1,609
2021-11-06,Lewisham,-6,0,7,-17,-18,2,75,38087,0,563
2021-11-06,Wandsworth,-18,-12,61,-6,-4,1,89,44216,0,470
2021-11-06,Haringey,-8,-8,39,-5,-25,2,74,35310,0,433
2021-11-06,Barking And Dagenham,-6,-2,35,-24,-21,2,65,34338,0,496
2021-11-06,Camden,-33,-20,-21,-5,-4,2,65,27325,0,298
2021-11-06,Kensington And Chelsea,-27,7,-12,-29,-20,2,40,17374,0,235
2021-11-06,Southwark,-23,-11,5,-16,-4,1,64,40257,0,377
2021-11-06,Croydon,-6,1,7,-22,-12,2,94,53180,0,874
2021-11-06,Kingston Upon Thames,-21,-4,63,-17,-5,3,57,23414,0,326
2021-11-06,Harrow,-12,10,164,-5,-1,2,88,35746,0,557
2021-11-06,Enfield,-14,-8,16,-34,-14,2,74,45651,2,633
2021-11-06,City Of London,-27,-47,-31,-15,,,74,37123,2,486
2021-11-06,Hammersmith And Fulham,-22,-8,22,-27,-20,2,58,25472,0,260
2021-11-06,Redbridge,-21,-8,-32,-32,-21,2,86,49407,1,787
2021-11-06,Lambeth,-24,-6,21,-8,-3,1,80,45089,0,543
2021-11-06,Ealing,-15,0,13,-22,-16,2,132,52962,1,695
2021-11-06,Tower Hamlets,-14,-2,-18,-35,-9,1,83,47711,0,427
2021-11-06,Brent,-10,-5,14,-26,-17,2,95,46391,2,764
2021-11-06,Westminster,-26,-2,-29,-12,-13,1,54,26556,0,336
2021-11-06,Merton,-16,-9,63,-15,-11,2,65,28535,0,430
2021-11-06,Havering,-14,-2,-2,-18,-7,2,98,41379,0,877
2021-11-06,Barnet,-14,1,-6,-22,-14,2,105,54114,0,809
2021-11-06,Greenwich,-5,-6,-24,-7,-14,2,61,37656,0,463
2021-11-05,Lambeth,-25,3,47,-37,-38,11,87,45009,2,543
2021-11-05,Bromley,-9,11,28,-32,-42,10,99,42894,0,654
2021-11-05,Hillingdon,-14,-3,35,-36,-35,9,122,45496,1,681
2021-11-05,Greenwich,-4,5,20,-21,-41,10,70,37595,0,463
2021-11-05,Lewisham,2,10,40,-27,-41,10,87,38012,0,563
2021-11-05,Richmond Upon Thames,-15,8,14,-33,-51,11,80,23876,0,306
2021-11-05,Barnet,-14,1,30,-31,-35,9,133,54009,0,809
2021-11-05,Southwark,-25,-5,5,-33,-35,10,76,40193,0,377
2021-11-05,Kensington And Chelsea,-27,6,-9,-35,-42,11,52,17334,1,235
2021-11-05,Croydon,-11,9,12,-31,-33,9,111,53086,1,874
2021-11-05,Newham,-20,0,176,-30,-30,7,99,53345,2,679
2021-11-05,Merton,-15,-1,79,-28,-36,9,73,28470,0,430
2021-11-05,Hounslow,-7,4,11,-18,-31,7,86,42972,2,608
2021-11-05,Tower Hamlets,-25,4,-10,-45,-44,11,109,47628,0,427
2021-11-05,Hammersmith And Fulham,-27,-5,22,-34,-44,11,49,25414,0,260
2021-11-05,Ealing,-8,1,29,-32,-36,8,132,52830,0,694
2021-11-05,Enfield,-11,-2,4,-38,-32,7,85,45577,1,631
2021-11-05,Brent,2,6,44,-22,-36,8,94,46296,0,762
2021-11-05,Havering,-8,6,16,-22,-32,8,89,41281,2,877
2021-11-05,Westminster,-40,-12,-28,-29,-40,10,75,26502,1,336
2021-11-05,Hackney,-21,6,35,-33,-38,9,103,37049,0,484
2021-11-05,Harrow,-9,16,55,-21,-33,9,72,35658,1,557
2021-11-05,Kingston Upon Thames,-18,-2,,-30,-37,10,67,23357,0,326
2021-11-05,Sutton,-8,-1,26,-37,-43,10,82,29309,0,459
2021-11-05,Waltham Forest,0,-3,0,-37,-38,8,82,40096,0,518
2021-11-05,Camden,-38,-12,17,-23,-40,11,59,27260,0,298
2021-11-05,Bexley,-16,10,21,-36,-37,9,93,36307,0,594
2021-11-05,Redbridge,-15,-1,-8,-35,-43,8,97,49321,0,786
2021-11-05,Barking And Dagenham,-3,6,53,-25,-33,5,75,34273,0,496
2021-11-05,Haringey,-18,-3,22,-28,-41,8,72,35236,0,433
2021-11-05,Wandsworth,-17,-4,13,-22,-41,12,107,44127,0,470
2021-11-05,City Of London,-60,-58,-55,-47,-35,,103,37049,0,484
2021-11-05,Islington,-34,-10,34,-65,-50,13,66,28308,0,322
2021-11-04,Havering,-9,8,-8,-26,-30,8,127,41192,0,875
2021-11-04,Sutton,-7,0,14,-40,-43,10,89,29227,2,459
2021-11-04,Islington,-34,-7,11,-66,-47,12,58,28242,0,322
2021-11-04,Hackney,-21,5,19,-36,-36,9,107,36946,1,484
2021-11-04,Tower Hamlets,-22,0,-14,-48,-43,11,85,47519,0,427
2021-11-04,Redbridge,-13,1,-18,-41,-43,8,116,49224,0,786
2021-11-04,Merton,-14,-10,-6,-33,-38,10,66,28397,0,430
2021-11-04,Bexley,-16,11,-6,-37,-35,9,86,36214,0,594
2021-11-04,Greenwich,0,3,11,-28,-43,10,85,37525,0,463
2021-11-04,Waltham Forest,-1,-1,-14,-37,-39,9,93,40014,0,518
2021-11-04,Newham,-20,1,146,-36,-31,7,92,53246,1,677
2021-11-04,Hammersmith And Fulham,-25,-4,12,-37,-43,10,57,25365,0,260
2021-11-04,Ealing,-2,7,20,-34,-36,8,138,52698,1,694
2021-11-04,Hillingdon,-13,4,46,-36,-35,9,118,45374,0,680
2021-11-04,Wandsworth,-19,-8,-7,-28,-40,12,115,44020,1,470
2021-11-04,Harrow,-2,17,44,-28,-28,9,96,35586,1,556
2021-11-04,Barking And Dagenham,-4,5,44,-26,-35,6,79,34198,0,496
2021-11-04,City Of London,-47,-45,-54,-45,-29,,107,36946,1,484
2021-11-04,Bromley,-10,7,3,-36,-40,11,111,42795,0,654
2021-11-04,Brent,-3,8,29,-31,-35,8,107,46202,0,762
2021-11-04,Lewisham,-1,10,15,-29,-40,10,98,37925,0,563
2021-11-04,Haringey,4,-5,1,-24,-41,9,84,35164,1,433
2021-11-04,Southwark,-23,-6,4,-36,-31,10,101,40117,0,377
2021-11-04,Westminster,-34,-13,-31,-34,-37,10,75,26427,0,335
2021-11-04,Richmond Upon Thames,-16,5,2,-37,-49,12,83,23796,0,306
2021-11-04,Kensington And Chelsea,-24,8,-10,-41,-39,10,44,17282,0,234
2021-11-04,Barnet,-13,3,18,-32,-36,10,168,53876,0,809
2021-11-04,Camden,-38,-15,-12,-29,-40,11,68,27201,0,298
2021-11-04,Lambeth,-24,-4,17,-38,-36,10,95,44922,0,541
2021-11-04,Croydon,-9,9,5,-35,-32,9,134,52975,2,873
2021-11-04,Kingston Upon Thames,-21,-5,,-32,-37,11,61,23290,0,326
2021-11-04,Enfield,-13,-2,-1,-40,-33,7,108,45492,2,630
2021-11-04,Hounslow,-6,10,16,-22,-32,8,132,42886,0,606
2021-11-03,Camden,-38,-17,-5,-29,-39,11,77,27133,0,298
2021-11-03,Richmond Upon Thames,-17,3,3,-37,-50,12,71,23713,0,306
2021-11-03,Redbridge,-16,3,-17,-36,-43,9,127,49108,0,786
2021-11-03,Hounslow,-8,9,8,-22,-28,8,147,42754,0,606
2021-11-03,Tower Hamlets,-22,-1,-16,-45,-42,11,109,47434,0,427
2021-11-03,Barking And Dagenham,-5,8,38,-30,-34,6,74,34119,0,496
2021-11-03,Hillingdon,-10,-1,32,-38,-34,8,120,45256,0,680
2021-11-03,Brent,-3,7,21,-30,-34,7,126,46095,0,762
2021-11-03,Bromley,-7,7,2,-34,-40,11,129,42684,0,654
2021-11-03,Kensington And Chelsea,-23,5,-11,-41,-38,11,56,17238,1,234
2021-11-03,Bexley,-14,6,5,-34,-38,10,130,36128,1,594
2021-11-03,Waltham Forest,-1,-1,-9,-38,-37,9,98,39921,2,518
2021-11-03,Hackney,-22,4,26,-39,-36,10,100,36839,1,483
2021-11-03,Sutton,-9,3,12,-40,-42,10,100,29138,1,457
2021-11-03,Harrow,-1,17,39,-20,-24,9,115,35490,0,555
2021-11-03,Kingston Upon Thames,-20,-7,,-32,-38,11,88,23229,0,326
2021-11-03,Westminster,-35,-12,-33,-36,-38,10,71,26352,1,335
2021-11-03,Haringey,-23,-8,-4,-39,-41,9,90,35080,0,432
2021-11-03,City Of London,-48,-47,-51,-45,-28,,100,36839,1,483
2021-11-03,Wandsworth,-16,-9,0,-29,-39,12,111,43905,0,469
2021-11-03,Southwark,-24,-8,7,-34,-36,10,91,40016,0,377
2021-11-03,Lambeth,-21,-1,16,-40,-36,11,104,44827,0,541
2021-11-03,Lewisham,0,9,15,-27,-38,11,85,37827,1,563
2021-11-03,Havering,-6,2,0,-26,-30,8,106,41065,0,875
2021-11-03,Ealing,-2,3,25,-32,-36,8,138,52560,1,693
2021-11-03,Islington,-34,-10,12,-66,-48,13,86,28184,0,322
2021-11-03,Barnet,-11,-1,10,-29,-35,10,167,53708,0,809
2021-11-03,Hammersmith And Fulham,-24,-6,13,-37,-45,11,61,25308,0,260
2021-11-03,Enfield,-13,-5,2,-39,-33,7,110,45384,0,628
2021-11-03,Greenwich,-13,3,-4,-26,-41,10,95,37440,1,463
2021-11-03,Croydon,-7,2,2,-34,-31,9,128,52841,0,871
2021-11-03,Merton,-14,-10,-3,-32,-37,10,71,28331,0,430
2021-11-03,Newham,-18,-1,166,-30,-28,7,108,53154,0,676
2021-11-02,Barnet,-12,1,41,-29,-35,10,166,53541,0,809
2021-11-02,Bexley,-16,10,19,-38,-37,9,85,35998,0,593
2021-11-02,Lambeth,-23,-2,33,-40,-36,11,92,44723,0,541
2021-11-02,Southwark,-23,-7,18,-35,-35,10,108,39925,0,377
2021-11-02,Sutton,-6,1,31,-39,-43,10,131,29038,0,456
2021-11-02,Ealing,-5,5,42,-31,-35,8,156,52422,1,692
2021-11-02,Haringey,-18,-6,25,-34,-44,9,100,34990,0,432
2021-11-02,Wandsworth,-17,-8,9,-27,-40,12,128,43794,0,469
2021-11-02,Hounslow,-6,8,30,-21,-31,7,143,42607,0,606
2021-11-02,Tower Hamlets,-20,3,-3,-48,-44,11,102,47325,1,427
2021-11-02,Islington,-34,-7,25,-67,-49,12,82,28098,0,322
2021-11-02,Bromley,-8,9,12,-35,-41,11,116,42555,0,654
2021-11-02,Enfield,-12,-3,15,-39,-34,7,118,45274,1,628
2021-11-02,Newham,-7,4,182,-29,-31,7,115,53046,1,676
2021-11-02,City Of London,-50,-47,-53,-47,-29,,115,36739,2,482
2021-11-02,Kensington And Chelsea,-25,7,-4,-42,-40,11,49,17182,0,233
2021-11-02,Greenwich,-7,3,11,-25,-43,10,97,37345,0,462
2021-11-02,Westminster,-37,-13,-24,-37,-37,10,93,26281,0,334
2021-11-02,Lewisham,2,8,40,-29,-40,11,88,37742,0,562
2021-11-02,Brent,-1,7,46,-29,-32,7,101,45969,1,762
2021-11-02,Kingston Upon Thames,-18,-4,,-30,-39,11,77,23141,0,326
2021-11-02,Hillingdon,-11,2,56,-38,-33,8,160,45136,1,680
2021-11-02,Harrow,-2,16,71,-20,-23,9,99,35375,0,555
2021-11-02,Hackney,-24,3,40,-40,-37,10,115,36739,2,482
2021-11-02,Hammersmith And Fulham,-26,-3,17,-36,-44,10,56,25247,2,260
2021-11-02,Redbridge,-13,9,-3,-37,-44,8,134,48981,0,786
2021-11-02,Havering,-11,4,6,-24,-30,8,155,40959,1,875
2021-11-02,Waltham Forest,-3,-3,5,-38,-40,9,107,39823,0,516
2021-11-02,Richmond Upon Thames,-15,8,19,-37,-52,12,93,23642,0,306
2021-11-02,Croydon,-5,9,19,-35,-34,9,148,52713,3,871
2021-11-02,Barking And Dagenham,-3,2,64,-24,-36,6,79,34045,0,496
2021-11-02,Camden,-36,-14,2,-31,-41,11,84,27056,1,298
2021-11-02,Merton,-15,-7,23,-31,-38,10,80,28260,0,430
2021-11-01,Kensington And Chelsea,-26,10,0,-41,-43,11,64,17133,0,233
2021-11-01,Wandsworth,-17,-7,16,-34,-45,13,146,43666,0,469
2021-11-01,Bromley,-8,7,16,-37,-44,12,131,42439,0,654
2021-11-01,Sutton,-1,2,44,-44,-47,11,128,28907,0,456
2021-11-01,Havering,-6,2,4,-27,-33,8,138,40804,1,874
2021-11-01,City Of London,-57,-54,-65,-52,-33,,100,36624,0,480
2021-11-01,Westminster,-37,-9,-19,-35,-43,11,75,26188,0,334
2021-11-01,Haringey,-16,-8,20,-33,-44,9,87,34890,1,432
2021-11-01,Harrow,-2,19,79,-24,-26,9,113,35276,2,555
2021-11-01,Hackney,-22,3,50,-41,-42,11,100,36624,0,480
2021-11-01,Southwark,-22,-6,18,-40,-38,11,95,39817,0,377
2021-11-01,Waltham Forest,2,-2,4,-37,-41,9,129,39716,1,516
2021-11-01,Islington,-36,-10,24,-65,-52,14,78,28016,0,322
2021-11-01,Kingston Upon Thames,-16,-3,,-35,-41,12,99,23064,0,326
2021-11-01,Hammersmith And Fulham,-29,-3,35,-35,-47,12,92,25191,1,258
2021-11-01,Lewisham,3,4,37,-33,-43,11,113,37654,0,562
2021-11-01,Croydon,-5,5,25,-35,-33,9,172,52565,0,868
2021-11-01,Camden,-37,-19,18,-26,-46,12,103,26972,0,297
2021-11-01,Barking And Dagenham,0,3,63,-27,-37,6,105,33966,1,496
2021-11-01,Hounslow,-3,8,26,-23,-33,8,167,42464,0,606
2021-11-01,Richmond Upon Thames,-12,6,22,-38,-53,12,128,23549,0,306
2021-11-01,Redbridge,-14,5,-2,-39,-43,9,141,48847,1,786
2021-11-01,Hillingdon,-11,0,65,-39,-36,8,184,44976,0,679
2021-11-01,Brent,-2,9,57,-31,-34,7,129,45868,0,761
2021-11-01,Tower Hamlets,-22,1,-3,-45,-47,12,118,47223,0,426
2021-11-01,Greenwich,-4,8,16,-25,-44,10,114,37248,0,462
2021-11-01,Enfield,-9,-2,25,-40,-36,7,131,45156,1,627
2021-11-01,Newham,-10,4,183,-27,-33,7,117,52931,0,675
2021-11-01,Ealing,-5,6,45,-32,-37,8,149,52266,2,691
2021-11-01,Lambeth,-25,-2,42,-43,-42,12,114,44631,0,541
2021-11-01,Merton,-16,-6,15,-35,-40,11,116,28180,0,430
2021-11-01,Barnet,-11,5,36,-32,-38,10,207,53375,0,809
2021-11-01,Bexley,-14,6,24,-38,-40,9,135,35913,0,593
2021-10-31,Westminster,-28,-7,-37,-15,-15,1,61,26113,0,334
2021-10-31,Enfield,-22,-7,-19,-38,-13,2,108,45025,0,626
2021-10-31,Kensington And Chelsea,-32,1,-1,-36,-24,2,44,17069,0,233
2021-10-31,Bexley,-24,-1,-23,-30,-10,2,108,35778,0,593
2021-10-31,Brent,-13,4,4,-27,-15,1,91,45739,2,761
2021-10-31,Redbridge,-23,-6,-34,-33,-25,1,118,48706,0,785
2021-10-31,Lambeth,-25,-6,18,-20,-7,2,66,44517,0,541
2021-10-31,Waltham Forest,-10,-6,-13,-35,-22,2,99,39587,0,515
2021-10-31,Sutton,-19,-7,-16,-34,-11,2,96,28779,1,456
2021-10-31,Havering,-16,-4,-12,-17,-6,2,111,40666,0,873
2021-10-31,Tower Hamlets,-13,-15,-19,-32,-11,0,91,47105,1,426
2021-10-31,Barnet,-19,-3,-11,-28,-10,3,182,53168,1,809
2021-10-31,Richmond Upon Thames,-13,1,-23,-19,-25,1,88,23421,0,306
2021-10-31,Lewisham,-9,-3,-1,-23,-16,2,108,37541,1,562
2021-10-31,Bromley,-20,3,-18,-28,0,2,104,42308,0,654
2021-10-31,Hounslow,-12,3,-12,-19,-11,1,134,42297,0,606
2021-10-31,Greenwich,-18,-4,-22,-23,-14,2,81,37134,0,462
2021-10-31,Hammersmith And Fulham,-29,-15,10,-31,-16,1,42,25099,0,257
2021-10-31,City Of London,-30,-54,-43,-14,,,99,36524,0,480
2021-10-31,Ealing,-14,2,-2,-25,-15,2,120,52117,0,689
2021-10-31,Merton,-20,-13,-14,-25,-13,1,75,28064,1,430
2021-10-31,Camden,-32,-17,-17,-6,-14,1,78,26869,0,297
2021-10-31,Hillingdon,-15,-8,10,-31,-11,1,115,44792,0,679
2021-10-31,Barking And Dagenham,-10,-5,19,-26,-24,2,85,33861,0,495
2021-10-31,Kingston Upon Thames,-20,-10,25,-10,-4,2,83,22965,0,326
2021-10-31,Harrow,-16,3,14,-13,5,2,76,35163,2,553
2021-10-31,Hackney,-19,-3,10,-26,-9,1,99,36524,0,480
2021-10-31,Newham,-20,-11,64,-23,-11,1,87,52814,0,675
2021-10-31,Wandsworth,-27,-18,-20,-25,0,1,89,43520,1,469
2021-10-31,Haringey,-26,-14,-23,-26,-27,2,90,34803,1,431
2021-10-31,Southwark,-24,-8,3,-26,-3,1,66,39722,1,377
2021-10-31,Islington,-29,-8,13,-59,-16,1,65,27938,0,322
2021-10-31,Croydon,-14,-1,-6,-33,-9,2,141,52393,0,868
2021-10-30,Merton,-21,-9,-5,-24,-12,1,74,27989,0,429
2021-10-30,Newham,-27,-6,92,-22,-10,0,74,52727,1,675
2021-10-30,Hammersmith And Fulham,-26,-4,29,-24,-19,1,68,25057,0,257
2021-10-30,Bexley,-22,4,-2,-32,-12,1,94,35670,0,593
2021-10-30,Croydon,-13,2,16,-30,-13,1,125,52252,1,868
2021-10-30,Lewisham,-7,-1,6,-19,-19,1,77,37433,0,561
2021-10-30,Bromley,-16,4,-4,-21,-3,2,114,42204,1,654
2021-10-30,Kensington And Chelsea,-31,4,-13,-34,-20,1,45,17025,0,233
2021-10-30,Westminster,-27,-3,-26,-8,-13,1,51,26052,0,334
2021-10-30,City Of London,-27,-47,-41,-6,,,64,36425,1,480
2021-10-30,Kingston Upon Thames,-20,-4,30,-21,-4,2,89,22882,0,326
2021-10-30,Hackney,-19,0,11,-19,-18,0,64,36425,1,480
2021-10-30,Harrow,-14,10,42,-13,1,1,99,35087,0,551
2021-10-30,Islington,-29,-3,18,-49,-12,0,46,27873,0,322
2021-10-30,Enfield,-13,-6,4,-29,-16,2,113,44917,1,626
2021-10-30,Waltham Forest,-5,-4,-31,-25,-20,1,82,39488,0,515
2021-10-30,Greenwich,-7,2,-13,-11,-13,1,76,37053,0,462
2021-10-30,Sutton,-15,-6,0,-35,-13,2,126,28683,0,455
2021-10-30,Ealing,-12,1,35,-19,-17,1,124,51997,0,689
2021-10-30,Tower Hamlets,-8,3,-13,-29,-11,0,79,47014,0,425
2021-10-30,Haringey,2,-9,-3,2,-27,1,71,34713,0,430
2021-10-30,Hounslow,-9,9,-3,-14,-11,1,111,42163,0,606
2021-10-30,Lambeth,-23,-2,25,-7,-5,1,77,44451,0,541
2021-10-30,Barnet,-17,3,0,-24,-16,2,180,52986,2,808
2021-10-30,Havering,-15,-2,-6,-17,-7,1,114,40555,0,873
2021-10-30,Camden,-30,-14,-20,3,-4,1,60,26791,0,297
2021-10-30,Richmond Upon Thames,-18,0,-10,-21,-17,1,106,23333,0,306
2021-10-30,Hillingdon,-17,-9,27,-34,-16,1,105,44677,0,679
2021-10-30,Redbridge,-21,-6,-32,-30,-20,1,135,48588,0,785
2021-10-30,Brent,-9,-2,14,-19,-16,1,84,45648,1,759
2021-10-30,Barking And Dagenham,-7,-1,33,-21,-22,1,85,33776,0,495
2021-10-30,Southwark,-21,-8,7,-17,-3,0,73,39656,0,376
2021-10-30,Wandsworth,-24,-9,-3,-15,-8,1,90,43431,2,468
2021-10-29,Wandsworth,-17,-5,-1,-24,-49,13,130,43341,0,466
2021-10-29,Islington,-35,-12,3,-65,-56,13,72,27827,0,322
2021-10-29,Harrow,-9,12,19,-23,-37,10,125,34988,0,551
2021-10-29,Haringey,-13,-10,3,-30,-49,9,83,34642,0,430
2021-10-29,Barnet,-13,0,7,-31,-44,10,188,52806,1,806
2021-10-29,Kensington And Chelsea,-20,4,-12,-32,-49,11,43,16980,0,233
2021-10-29,Kingston Upon Thames,-10,-5,38,-31,-47,11,96,22793,0,326
2021-10-29,City Of London,-58,-57,-52,-46,-38,,92,36361,1,479
2021-10-29,Lambeth,-25,-2,38,-35,-46,12,98,44374,0,541
2021-10-29,Westminster,-34,-9,-25,-27,-47,11,64,26001,0,334
2021-10-29,Waltham Forest,-2,-7,-26,-41,-48,10,101,39406,0,515
2021-10-29,Hillingdon,-15,-4,7,-37,-44,9,138,44572,0,679
2021-10-29,Hounslow,-7,4,5,-24,-39,8,143,42052,0,606
2021-10-29,Havering,-3,2,-6,-31,-45,9,132,40441,1,873
2021-10-29,Hammersmith And Fulham,-18,-4,5,-33,-51,12,76,24989,0,257
2021-10-29,Barking And Dagenham,-4,3,33,-29,-42,7,88,33691,1,495
2021-10-29,Greenwich,-5,5,10,-23,-49,11,94,36977,1,462
2021-10-29,Lewisham,0,5,6,-30,-50,12,77,37356,0,561
2021-10-29,Southwark,-22,-5,-3,-34,-42,11,83,39583,0,376
2021-10-29,Tower Hamlets,-24,1,-11,-45,-51,12,98,46935,0,425
2021-10-29,Bromley,-9,7,2,-37,-52,12,152,42090,0,653
2021-10-29,Richmond Upon Thames,-14,2,8,-35,-62,11,98,23227,0,306
2021-10-29,Ealing,-6,-2,22,-35,-43,9,157,51873,0,689
2021-10-29,Redbridge,-17,-5,-28,-41,-51,9,120,48453,0,785
2021-10-29,Croydon,-7,5,-1,-37,-42,10,135,52127,1,867
2021-10-29,Camden,-36,-10,-14,-18,-48,12,85,26731,0,297
2021-10-29,Enfield,-12,-4,6,-43,-42,8,136,44804,0,625
2021-10-29,Hackney,-18,5,19,-31,-46,11,92,36361,1,479
2021-10-29,Bexley,-17,4,11,-40,-46,10,108,35576,3,593
2021-10-29,Brent,-5,5,10,-28,-39,9,126,45564,0,758
2021-10-29,Merton,-18,-5,-16,-36,-46,11,94,27915,0,429
2021-10-29,Newham,-17,-1,132,-31,-38,8,97,52653,1,674
2021-10-29,Sutton,-13,-4,-12,-45,-53,11,122,28557,1,455
2021-10-28,Barking And Dagenham,1,2,81,-29,-44,6,74,33603,0,494
2021-10-28,Brent,2,5,43,-31,-40,8,137,45438,0,758
2021-10-28,Hammersmith And Fulham,-17,-1,25,-36,-51,10,65,24913,0,257
2021-10-28,Westminster,-25,-4,1,-30,-44,10,72,25937,0,334
2021-10-28,Kingston Upon Thames,-4,-2,,-32,-47,12,106,22697,0,326
2021-10-28,Waltham Forest,7,-1,13,-40,-48,9,103,39305,2,515
2021-10-28,Hillingdon,-10,-1,36,-38,-44,9,149,44434,1,679
2021-10-28,Lambeth,-19,-4,79,-39,-44,11,111,44276,0,541
